Mountpoint,City,Antenna_Name,Antenna_Status,Receiver_Name,Receiver_Status,Firmware,Firmware_Status,Coordinate_X,Coordinate_Y,Coordinate_Z,Delta,Epoch,Lat,Lon,Availability,Observation_Ratio,Non_Cycle_Slips,Multipath_MP1,Multipath_MP2,Multipath_MP5,Signals_GPS,Signals_GLO,Signals_GAL,Signals_BDS,Time
FRNU,Nuisement,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4199625.7565,75063.4980,4784003.3595,0.5218,ITRF-20 2025-12-28,48.9079785360,1.0239873661,94.88,69.39,99.77,38.8,40.1,41.2,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-10
FRPA,Piau_Engal,CHCC220GR CHCD,False,TRIMBLE BD970,False,"5.41,24/APR/2019",False,4690382.313,12180.9886,4310947.119,0.89,ITRF-20 2026-01-05,42.7778570893,0.1487976127,90.29,62.56,96.0,15.1,20.3,13.0,1C 1X 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
FRPL,Plouhinec,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4260631.3944,-335208.3274,4718810.9382,0.6469,ITRF-20 2025-12-28,48.0244764814,-4.4985213556,94.67,67.87,93.33,15.5,24.0,27.5,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
FRSL,Sabl,CHCC220GR CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4289386.0457,-21927.1315,4704652.1034,0.512,ITRF-20 2025-12-28,47.8347098434,-0.2928906757,94.88,72.08,98.04,15.5,24.6,25.5,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
FRSN,Saint_Nabord,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4241856.6155,490713.4196,4722506.4592,0.7985,ITRF-20 2025-12-28,48.0711149968,6.5988519083,91.71,64.25,95.46,15.6,23.6,27.9,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
FRSU,Sautron,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4334878.1804,-125441.0449,4661408.1440,0.4263,ITRF-20 2025-12-28,47.2586144905,-1.6575407660,94.88,59.29,99.68,26.9,26.2,28.0,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-10
FRSV,Saviere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4231759.3871,292636.2502,4747327.9178,0.5992,ITRF-20 2025-12-28,48.4094866596,3.9558420847,94.71,66.13,98.72,13.9,23.4,28.2,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
FRUN,Ugine,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4430795.5109,498164.8245,4546130.4219,3.6691,ITRF-20 2025-12-28,45.7485631253,6.4149600217,94.88,59.07,97.3,17.1,25.3,23.7,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
FRVL,Villevaude,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4195287.7250,193706.7510,4784360.7002,0.8177,ITRF-20 2025-12-28,48.9137448003,2.6436094710,94.88,67.88,91.67,15.7,29.8,20.2,1C 1X 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
FRSI,Saint_Pantaleon_De_Larche,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4504104.5671,115138.7019,4499559.9107,0.5729,ITRF-20 2026-01-06,45.1541414041,1.4643366236,94.88,68.77,94.45,14.5,23.6,26.5,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-10
2ANG,2ANG_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3933117.2548,-346814.4916,4992457.7791,0.7078,ITRF-20 2025-12-28,51.8477298276,-5.0391948392,99.17,77.85,99.24,27.5,33.8,27.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2ANN,2ANN_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4895457.5694,720813.2119,4011029.7268,0.5152,ITRF-20 2025-12-28,39.2165164906,8.3761159493,100.0,77.54,96.43,18.1,18.2,13.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2AUC,2AUC_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3659931.1921,-248164.5035,5200295.7874,0.9153,ITRF-20 2025-12-28,54.9815813042,-3.8790477216,99.58,78.92,99.88,30.3,31.4,28.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2BAL,2BAL_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3653804.1685,-384282.3345,5196557.0011,0.148,ITRF-20 2025-12-28,54.9209545410,-6.0039090919,100.0,78.54,99.6,23.8,25.3,21.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2BAS,2BAS_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4651582.5043,748834.0589,4285205.7590,0.3367,ITRF-20 2025-12-28,42.4789413770,9.1452846738,100.0,76.13,90.91,22.0,24.3,19.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2BIL,2BIL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4655704.8197,-208434.5097,4340364.7778,0.1517,ITRF-20 2025-12-28,43.1557915313,-2.5634031662,100.0,76.78,99.33,33.5,36.6,27.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2CAS,2CAS_MSM7,TWIVC6050 SCIS,True,NOV OEM7700-1.02,True,OM7CR0800RN0000,True,3776797.0409,-511531.8165,5097193.4865,1.1974,ITRF-20 2025-12-28,53.3981372132,-7.7132413730,99.79,76.18,98.95,38.3,33.6,28.7,1C 2S 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 6I 7I,2026-01-11
2CHR,2CHR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3886164.6007,14577.7515,5040600.1940,1.3593,ITRF-20 2025-12-28,52.5544993079,0.2149264976,99.87,79.39,99.12,30.1,32.6,26.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2CIU,2CIU_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4947807.3332,-351085.1732,3997171.7500,0.3779,ITRF-20 2025-12-28,39.0514363341,-4.0587755533,98.88,79.17,99.19,33.3,38.6,32.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2CLI,2CLI_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3786392.7918,-196876.2251,5111733.3589,0.5941,ITRF-20 2025-12-28,53.6186573411,-2.9764549876,99.79,79.0,99.57,37.3,37.7,29.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2CUM,2CUM_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4995889.5887,-572270.7023,3911776.6396,0.4021,ITRF-20 2025-12-28,38.0664159409,-6.5346528735,98.33,78.19,98.65,32.0,35.5,28.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2DUN,2DUN_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3503797.4291,-159473.9626,5309440.6859,1.3146,ITRF-20 2025-12-28,56.7279428822,-2.6059963710,99.79,80.23,99.85,35.7,39.4,32.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2FIG,2FIG_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4719344.3867,769669.2318,4206849.1995,0.4696,ITRF-20 2025-12-28,41.5316756623,9.2627157632,100.0,77.25,98.39,21.7,23.4,19.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2GAW,2GAW_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3738848.4143,-643731.4808,5110070.3452,0.7165,ITRF-20 2025-12-28,53.5927753591,-9.7690490048,99.54,77.4,98.44,24.7,28.1,22.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2IMP,2IMP_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4560082.9972,642320.3924,4398216.6544,0.5686,ITRF-20 2025-12-28,43.8759131708,8.0177729173,100.0,76.57,96.55,32.3,34.2,27.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2INV,2INV_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3404389.5484,-237950.0931,5370342.2791,1.2879,ITRF-20 2025-12-28,57.7391965387,-3.9981909573,100.0,80.62,99.76,35.4,38.4,31.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2KIR,2KIR_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3326874.7844,-193417.2048,5420188.8021,1.0172,ITRF-20 2025-12-28,58.5870136176,-3.3273055901,100.0,81.01,97.92,22.7,23.5,18.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2LIA,2LIA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4060370.4259,-351271.2402,4889949.7318,0.4823,ITRF-20 2025-12-28,50.3795823210,-4.9444683138,100.0,78.66,91.67,34.5,39.8,29.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2NER,2NER_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3880525.7474,-460461.2156,5024115.0345,0.5066,ITRF-20 2025-12-28,52.3106212088,-6.7670463271,100.0,78.02,99.6,22.5,24.2,21.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2OBA,2OBA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3529045.2588,-344290.1237,5284035.9332,0.9366,ITRF-20 2025-12-28,56.3146424834,-5.5720856381,99.75,79.02,99.67,34.0,38.7,34.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2PIM,2PIM_MSM7,TRM77971.00 NONE,True,SEPT ASTERX SB,True,4.8.4,True,3797143.9540,-21341.8685,5107616.9749,1.2417,ITRF-20 2025-12-28,53.5555158328,-0.3220278608,99.5,79.24,99.09,45.3,42.8,37.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2SAL,2SAL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4808153.4772,-475682.3134,4151135.4150,0.314,ITRF-20 2025-12-28,40.8581163845,-5.6500251864,97.71,77.57,99.78,25.5,32.0,27.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2TER,2TER_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4853749.4100,-82259.3888,4124997.8452,0.3905,ITRF-20 2025-12-28,40.5457212001,-0.9709328314,99.58,79.8,98.61,27.4,32.7,26.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2UBE,2UBE_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,5022624.0433,-295174.2995,3908270.0232,0.2753,ITRF-20 2025-12-28,38.0263786502,-3.3633437979,97.12,77.58,93.33,33.7,35.2,27.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2VIE,2VIE_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4567491.5216,1324159.5656,4236175.9856,0.7954,ITRF-20 2025-12-28,41.8853318693,16.1673802994,100.0,79.4,99.33,29.0,29.0,24.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
2WOR,2WOR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3910775.5035,-132770.8442,5020085.7212,0.9866,ITRF-20 2025-12-28,52.2509390421,-1.9444451155,100.0,78.9,98.46,35.0,43.4,36.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-11
FRAG,Angresse,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4620598.3650,-108108.2280,4380707.2440,0.3776,ITRF-20 2025-12-28,43.6577403308,-1.3403059105,100.0,73.05,83.33,16.1,22.2,16.6,1C 2W 2X 5X,1C 2C,1X 5X 7X 8X,2I 6I 7I,2026-01-11
FRAV,Aveze,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4588237.3222,288420.4652,4406637.0026,0.3861,ITRF-20 2025-12-28,43.9792228841,3.5969282341,100.0,71.56,91.67,16.0,22.4,27.3,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRBA,Barcelonette,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4536387.8482,526117.0529,4439285.7946,0.3801,ITRF-20 2025-12-28,44.3811841127,6.6154425555,100.0,66.07,94.45,14.0,22.6,25.7,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRBR,Bruges,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4525983.8183,-47588.3766,4478776.0275,0.2672,ITRF-20 2025-12-28,44.8904615573,-0.6024132636,100.0,76.89,91.67,16.8,28.6,18.0,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRCP,Case_De_Pene,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4683425.0776,228239.5508,4309360.2530,0.5749,ITRF-20 2025-12-28,42.7760224714,2.7900147775,100.0,67.83,97.96,14.6,27.2,29.6,1C 2W 5X,1C 2C 2P,1X 5X 7X 8X,2I 7I,2026-01-11
FRCT,Castellane,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4578073.8369,524397.5217,4396223.6162,0.447,ITRF-20 2025-12-28,43.8448274075,6.5344911416,100.0,63.64,97.14,16.4,21.5,25.9,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRCA,Castres,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4626088.7042,183809.9046,4372697.7302,0.3922,ITRF-20 2025-12-28,43.5566510015,2.2753551596,100.0,72.56,92.31,15.2,23.9,26.4,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRCD,Chateau_D_Olonne,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4397731.5661,-131352.3125,4602353.4402,0.4062,ITRF-20 2025-12-28,46.4818635480,-1.7108129707,100.0,76.68,99.95,27.4,21.9,20.8,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRDM,Dhuis_Et_Morin_En_Brie,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4194586.1013,255568.9170,4782244.1590,0.314,ITRF-20 2025-12-28,48.8835670261,3.4866231555,100.0,71.62,92.86,13.3,21.2,25.4,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRDO,Dontcourt_Aux_Templiers,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4166866.9402,417067.4905,4795041.3899,0.2417,ITRF-20 2025-12-28,49.0586604577,5.7157773311,100.0,70.3,94.12,13.3,22.5,25.6,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRDZ,Donzere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4545867.0512,374548.8822,4443424.9887,0.3055,ITRF-20 2025-12-28,44.4425726826,4.7101477269,100.0,71.45,91.67,13.2,21.2,25.1,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRDR,Drucat,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4092884.7938,132257.0979,4873684.7563,0.4188,ITRF-20 2025-12-28,50.1514121096,1.8508064646,100.0,61.74,99.78,27.7,25.2,23.8,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FREB,Ebersheim,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4214243.6438,554654.4844,4739684.3511,0.479,ITRF-20 2025-12-28,48.3052003272,7.4978454649,100.0,60.62,99.85,26.2,24.9,23.5,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRGU,Guidel,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4282860.3496,-260813.9975,4703393.8227,0.7228,ITRF-20 2025-12-28,47.8180983797,-3.4848462423,100.0,61.6,99.67,28.8,26.4,0.0,1C 2W,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRBO,La_Bourdiniere,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4247474.4443,106233.7274,4741253.7696,0.2728,ITRF-20 2025-12-28,48.3265701722,1.4327279809,100.0,62.99,99.85,26.5,22.6,21.5,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRPE,Le_Puy_En_Velay,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4506435.8886,307465.1599,4489254.4309,0.3838,ITRF-20 2025-12-28,45.0164412011,3.9031281738,100.0,71.82,98.22,14.1,22.7,27.1,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRMY,Maye,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4249467.0264,-47432.6824,4740390.9820,0.3038,ITRF-20 2025-12-28,48.3151711849,-0.6395106998,100.0,62.64,99.76,30.6,26.2,27.1,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRMZ,Mazan,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4573244.6825,410604.8845,4412364.6268,0.3056,ITRF-20 2025-12-28,44.0516422000,5.1304963779,100.0,71.29,0.0,14.8,23.2,29.3,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRME,Melle,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4420856.2978,-10005.1554,4582281.3463,0.3881,ITRF-20 2025-12-28,45.2457381626,-0.1253491296,100.0,72.75,94.44,14.0,21.3,23.3,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRMS,Mours_Saint_Eusebe,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4495387.8752,398168.6755,4492265.5193,0.3338,ITRF-20 2025-12-28,45.0605783453,5.0616335240,100.0,64.79,99.88,25.5,19.9,20.4,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRNE,Neuville,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4253536.1448,56067.9055,4736749.3073,0.3095,ITRF-20 2025-12-28,48.2653603426,0.7551994937,100.0,75.93,99.95,31.0,28.2,26.7,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRNU,Nuisement,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4199625.7565,75063.4980,4784003.3595,0.3356,ITRF-20 2025-12-28,48.9079785360,1.0239873661,100.0,72.08,99.8,38.1,40.2,40.2,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRPA,Piau_Engal,CHCC220GR CHCD,False,TRIMBLE BD970,False,"5.41,24/APR/2019",False,4690382.313,12180.9886,4310947.119,1.1451,ITRF-20 2026-01-05,42.7778570893,0.1487976127,100.0,69.18,92.31,14.9,20.8,13.3,1C 1X 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRPL,Plouhinec,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4260631.3944,-335208.3274,4718810.9382,0.3441,ITRF-20 2025-12-28,48.0244764814,-4.4985213556,99.71,70.6,66.67,15.6,24.1,27.0,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRSL,Sabl,CHCC220GR CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4289386.0457,-21927.1315,4704652.1034,0.2022,ITRF-20 2025-12-28,47.8347098434,-0.2928906757,100.0,75.43,91.67,15.4,24.6,24.7,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRSN,Saint_Nabord,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4241856.6155,490713.4196,4722506.4592,0.6101,ITRF-20 2025-12-28,48.0711149968,6.5988519083,100.0,69.92,92.31,15.5,23.3,27.3,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRSU,Sautron,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4334878.1804,-125441.0449,4661408.1440,1.0053,ITRF-20 2025-12-28,47.2586144905,-1.6575407660,100.0,61.13,99.69,27.1,26.7,28.7,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2026-01-11
FRSV,Saviere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4231759.3871,292636.2502,4747327.9178,0.2789,ITRF-20 2025-12-28,48.4094866596,3.9558420847,100.0,69.61,97.96,13.5,24.1,27.6,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRUN,Ugine,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4430795.5109,498164.8245,4546130.4219,3.395,ITRF-20 2025-12-28,45.7485631253,6.4149600217,100.0,62.65,96.15,17.2,25.1,24.4,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRVL,Villevaude,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4195287.7250,193706.7510,4784360.7002,0.2759,ITRF-20 2025-12-28,48.9137448003,2.6436094710,100.0,71.4,87.5,15.8,29.8,19.7,1C 1X 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
FRSI,Saint_Pantaleon_De_Larche,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4504104.5671,115138.7019,4499559.9107,0.7135,ITRF-20 2026-01-06,45.1541414041,1.4643366236,100.0,72.86,92.31,14.4,22.9,26.3,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2026-01-11
2ANG,2ANG_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3933117.2548,-346814.4916,4992457.7791,0.7036,ITRF-20 2025-12-28,51.8477298276,-5.0391948392,99.29,79.14,98.97,27.6,33.7,27.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
2ANN,2ANN_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4895457.5694,720813.2119,4011029.7268,1.156,ITRF-20 2025-12-28,39.2165164906,8.3761159493,96.21,75.77,96.0,18.6,18.4,14.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
2AUC,2AUC_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3659931.1921,-248164.5035,5200295.7874,1.2753,ITRF-20 2025-12-28,54.9815813042,-3.8790477216,99.96,80.58,99.87,30.6,31.3,28.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
2BAL,2BAL_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3653804.1685,-384282.3345,5196557.0011,0.6014,ITRF-20 2025-12-28,54.9209545410,-6.0039090919,99.71,79.55,99.59,23.1,25.0,21.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
2BAS,2BAS_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4651582.5043,748834.0589,4285205.7590,0.7226,ITRF-20 2025-12-28,42.4789413770,9.1452846738,99.54,76.75,83.33,22.1,24.2,19.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
2BIL,2BIL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4655704.8197,-208434.5097,4340364.7778,0.9397,ITRF-20 2025-12-28,43.1557915313,-2.5634031662,99.54,77.33,99.01,32.2,36.0,27.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
2CAS,2CAS_MSM7,TWIVC6050 SCIS,True,NOV OEM7700-1.02,True,OM7CR0800RN0000,True,3776797.0409,-511531.8165,5097193.4865,0.7813,ITRF-20 2025-12-28,53.3981372132,-7.7132413730,99.75,77.51,98.67,38.0,33.3,28.0,1C 2S 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 6I 7I,2026-01-12
2CHR,2CHR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3886164.6007,14577.7515,5040600.1940,1.2592,ITRF-20 2025-12-28,52.5544993079,0.2149264976,100.0,80.69,99.29,30.5,32.9,26.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
2CIU,2CIU_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4947807.3332,-351085.1732,3997171.7500,0.5828,ITRF-20 2025-12-28,39.0514363341,-4.0587755533,100.0,82.14,99.21,33.8,39.1,32.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2026-01-12
